,省份,流域,断面名称,监测时间,水质类别,水温(℃),pH(无量纲),溶解氧(mg/L),电导率(μS/cm),浊度(NTU),高锰酸盐指数(mg/L),氨氮(mg/L),总磷(mg/L),总氮(mg/L),叶绿素α(mg/L),藻密度(cells/L),站点情况
1235,浙江省,浙闽片河流,柏枝岙,2021-11-16 16:00:00,Ⅱ,17.6,7.28,9.17,116.1,7.7,1.35,0.035,0.027,1.32,*,*,正常
1236,浙江省,浙闽片河流,均溪,2021-11-16 16:00:00,Ⅱ,18.6,7.28,11.18,60.5,2.9,3.69,0.025,0.013,0.74,*,*,正常
1237,浙江省,浙闽片河流,风化,2021-11-16 16:00:00,Ⅱ,17.3,7.2,9.61,119.9,4.8,1.73,0.032,0.066,2.72,*,*,正常
1238,浙江省,浙闽片河流,临江,2021-11-16 16:00:00,Ⅱ,17.6,7.73,9.2,72.9,11.4,1.24,0.101,0.041,0.81,*,*,正常
1239,浙江省,浙闽片河流,松阳二中,2021-11-16 16:00:00,Ⅱ,17.1,7.06,8.26,194.6,3,0.6,0.137,0.033,2.54,*,*,正常
1240,浙江省,浙闽片河流,堰后,2021-11-16 16:00:00,,17,7.64,11.2,139.9,34.7,1.92,0.06,--,--,*,*,维护
1241,浙江省,浙闽片河流,沙湾上,2021-11-16 16:00:00,Ⅰ,15.8,8.24,10.48,37.6,3.3,0.98,0.054,0.005,0.16,*,*,正常
1242,浙江省,浙闽片河流,外舍,2021-11-16 16:00:00,Ⅰ,17.6,7.76,9.21,41.7,5.5,1.47,0.066,0.008,0.41,*,*,正常
1243,浙江省,浙闽片河流,小溪口,2021-11-16 16:00:00,Ⅰ,18.4,7.14,8.56,35.1,10.1,1.02,0.065,0.005,0.33,*,*,正常
1244,浙江省,浙闽片河流,石溪（石门洞）,2021-11-16 16:00:00,Ⅱ,19.7,7.17,7.54,85,10.5,1.01,0.094,0.031,1.38,*,*,正常
1245,陕西省,黄河流域,新丰镇大桥,2021-11-16 16:00:00,Ⅲ,11.6,8.24,9.33,935.7,134.6,2.6,0.423,0.141,7.09,*,*,正常
1246,陕西省,黄河流域,灞河口,2021-11-16 16:00:00,Ⅱ,9.9,8.19,11.47,388.9,32,1.7,0.035,0.029,5.12,*,*,正常
1247,陕西省,黄河流域,三郎村,2021-11-16 16:00:00,Ⅱ,12.2,7.97,10.53,627.8,14.1,2.83,0.115,0.052,7.71,*,*,正常
1248,陕西省,黄河流域,岔口,2021-11-16 16:00:00,Ⅲ,11.5,8.29,10.7,690.5,22.7,4.92,0.325,0.1,6.23,*,*,正常
1249,陕西省,长江流域,黄牛铺,2021-11-16 16:00:00,Ⅰ,6.1,8.78,11.11,161.5,3.8,1.88,0.025,0.007,1.25,*,*,正常
1250,陕西省,黄河流域,魏家堡,2021-11-16 16:00:00,Ⅱ,13,8.47,10.44,554.8,38.3,2.76,0.025,0.032,3.67,*,*,正常
1251,陕西省,黄河流域,千河公路桥,2021-11-16 16:00:00,Ⅱ,8.6,8.53,11.14,515.5,86.6,1.46,0.025,0.038,4.45,*,*,正常
1252,陕西省,黄河流域,卧龙寺桥,2021-11-16 16:00:00,Ⅱ,7.9,8.84,11.37,766.6,27.6,1.38,0.093,0.031,5.01,*,*,正常
1253,陕西省,长江流域,灶火庵,2021-11-16 16:00:00,Ⅱ,7.7,8.33,11.04,412.1,24.4,1.03,0.025,0.021,2.64,*,*,正常
1254,陕西省,黄河流域,咸阳铁桥,2021-11-16 16:00:00,Ⅱ,12,8.18,10.62,734.5,24.8,2.27,0.95,0.065,7.98,*,*,正常
1255,陕西省,黄河流域,兴平,2021-11-16 16:00:00,Ⅱ,11.9,8.23,10.51,632.2,55.4,1.91,0.12,0.053,7.76,*,*,正常
1256,陕西省,黄河流域,泾河桥,2021-11-16 16:00:00,Ⅱ,9.7,8.55,11.57,1289.7,47,1.72,0.1,0.032,5.65,*,*,正常
1257,陕西省,黄河流域,黑河张家桥,2021-11-16 16:00:00,Ⅰ,6.8,8.49,11.35,728.1,22.8,0.48,0.025,0.016,4.03,*,*,正常
1258,陕西省,黄河流域,沙王渡,2021-11-16 16:00:00,Ⅲ,11.8,8.38,9.77,887,48.5,2.91,0.172,0.157,7.47,*,*,正常
1259,陕西省,黄河流域,潼关吊桥,2021-11-16 16:00:00,Ⅲ,11,8.22,9.16,1189.2,300.6,3.45,0.14,0.146,7.61,*,*,正常
1260,陕西省,黄河流域,张家庄,2021-11-16 16:00:00,Ⅱ,10.8,8.59,13.16,704.5,21,2.99,0.042,0.031,9.41,*,*,正常
1261,陕西省,黄河流域,杨家畔村,2021-11-16 16:00:00,Ⅱ,5.4,8.72,10.68,1696.4,2.5,2.71,0.104,0.005,8.99,*,*,正常
1262,陕西省,黄河流域,昝家山,2021-11-16 16:00:00,Ⅱ,6.2,8.39,11.13,697.3,90.1,1.87,0.092,0.034,8.59,*,*,正常
1263,陕西省,黄河流域,阎家滩,2021-11-16 16:00:00,Ⅱ,4.8,8.86,11.17,1260.2,4.8,2.47,0.133,0.005,10.35,*,*,正常
1264,陕西省,黄河流域,朱家沟,??,,--,--,--,--,--,--,--,--,--,*,*,不具备运行条件
1265,陕西省,长江流域,鲁光坪,2021-11-16 16:00:00,Ⅰ,8.5,8.38,10.84,449.9,30.3,0.97,0.025,0.016,1.75,*,*,正常
1266,陕西省,长江流域,黄金峡,2021-11-16 16:00:00,Ⅱ,10.3,8.02,11.31,326.4,14.6,0.92,0.025,0.036,2.11,*,*,正常
1267,陕西省,长江流域,烈金坝,2021-11-16 16:00:00,Ⅰ,9.8,8.54,10.68,325.1,2.6,0.49,0.025,0.011,1.62,*,*,正常
1268,陕西省,长江流域,石门水库,2021-11-16 16:00:00,Ⅱ,11.7,8.13,9.85,278.3,16.5,1.14,0.025,0.015,0.96,0.001,--,维护
1269,陕西省,长江流域,南柳渡,2021-11-16 16:00:00,Ⅱ,11.6,7.52,9.22,394.4,17.6,0.95,0.106,0.041,3.18,*,*,正常
1270,陕西省,长江流域,梁西渡,2021-11-16 16:00:00,Ⅱ,10.6,7.99,10.83,345.9,9.9,0.74,0.04,0.031,2.29,*,*,正常
1271,陕西省,黄河流域,清涧无定河,2021-11-16 16:00:00,劣Ⅴ,4.9,8.44,12.05,1037.2,136.4,5.28,0.596,0.431,5.14,*,*,正常
1272,陕西省,黄河流域,柏树坪,2021-11-16 16:00:00,Ⅱ,6.2,8.55,11.22,703.5,51.6,2.19,0.025,0.005,2.45,*,*,正常
1273,陕西省,黄河流域,温家川(神木窟野河),2021-11-16 16:00:00,Ⅱ,6.7,8.75,11.58,1320.3,29,2.45,0.025,0.038,3.79,*,*,正常
1274,陕西省,黄河流域,碛塄,2021-11-16 16:00:00,Ⅰ,8.1,8.51,10.53,763.1,19.1,1.35,0.025,0.005,2.54,*,*,正常
1275,陕西省,黄河流域,贾家畔,2021-11-16 16:00:00,Ⅰ,4.4,8.42,11.68,1302.8,4.4,1.41,0.025,0.005,2.2,*,*,正常
1276,陕西省,黄河流域,高家川,2021-11-16 16:00:00,Ⅱ,4.8,8.61,10.93,664.4,46.8,1.68,0.025,0.082,3.93,*,*,正常
1277,陕西省,黄河流域,鱼河,2021-11-16 16:00:00,Ⅳ,9.1,8.38,10.05,683.4,72.5,3.9,0.468,0.211,6.18,*,*,正常
1278,陕西省,长江流域,小钢桥,2021-11-16 16:00:00,,13.6,8.23,7.73,278.7,4.7,--,0.025,0.024,1.98,*,*,维护
1279,陕西省,长江流域,瀛湖坝前,??,,--,--,--,--,--,--,--,--,--,--,--,维护
1280,陕西省,长江流域,漫川关,2021-11-16 16:00:00,Ⅰ,12.3,8.67,10.44,375.1,27.6,0.63,0.025,0.005,0.93,*,*,正常
1281,陕西省,长江流域,构峪口,2021-11-16 16:00:00,Ⅰ,11.2,8.31,10.15,440.5,8.6,0.73,0.025,0.018,2.62,*,*,正常
1282,陕西省,长江流域,丹凤下,2021-11-16 16:00:00,Ⅱ,12,8.71,10.64,539.7,20.8,1.59,0.025,0.03,5.05,*,*,正常
1283,陕西省,黄河流域,灵口,2021-11-16 16:00:00,,11.4,8.5,12.24,528.4,33.8,0.62,0.025,--,3,*,*,维护
1284,安徽省,巢湖流域,湖滨(老),2021-11-16 12:00:00,Ⅳ,15.8,7.05,10.55,349,126,3.77,0.07,0.1,2.23,0.015,*,正常
1285,安徽省,巢湖流域,同大排灌站,2021-11-16 12:00:00,Ⅲ,17.3,8.63,15.23,264.5,70.4,4.72,0.57,0.068,2.45,*,*,正常
1286,安徽省,巢湖流域,通讯塔,2021-11-16 12:00:00,,16.9,9.08,9.76,--,--,--,0.025,--,--,*,*,维护
1287,安徽省,巢湖流域,青台山大桥,2021-11-16 12:00:00,Ⅲ,15.3,7.59,8.01,392.7,41.5,4.74,0.269,0.092,1.67,*,*,正常
1288,安徽省,巢湖流域,三胜大队渡口,2021-11-16 16:00:00,Ⅲ,16.4,7.24,6.74,353,46,2.84,0.567,0.098,2.29,*,*,正常
1289,安徽省,巢湖流域,入湖口渡口,2021-11-16 16:00:00,Ⅲ,16.9,7.36,7.51,278.8,50.6,4.21,0.138,0.056,2.03,*,*,正常
1290,安徽省,巢湖流域,肥西化肥厂下,2021-11-16 16:00:00,Ⅲ,18,7.13,7.28,652.7,71.9,4.89,0.955,0.105,6.02,*,*,正常
1291,安徽省,巢湖流域,北闸渡口(杭埠河),2021-11-16 16:00:00,Ⅱ,15.7,7.36,10.16,211.1,7,3.47,0.373,0.095,1.82,*,*,正常
1292,安徽省,巢湖流域,希望桥,2021-11-16 16:00:00,Ⅳ,18.7,7.37,10.63,489.3,70.9,5.08,0.434,0.202,6.65,*,*,正常
1293,安徽省,巢湖流域,石堆渡口,2021-11-16 16:00:00,Ⅲ,15.9,7.54,8.48,216.6,37.5,4.13,0.61,0.106,1.88,*,*,正常
1294,安徽省,巢湖流域,柘皋大桥,2021-11-16 16:00:00,Ⅲ,17.1,7.86,9.27,331.2,41.1,3.53,0.407,0.113,1.53,*,*,正常
1295,安徽省,巢湖流域,湖滨,2021-11-16 16:00:00,Ⅴ,15.1,7.71,10.26,290.3,66.1,4.49,0.025,0.106,1.76,0.006,4721907,正常
1296,安徽省,巢湖流域,黄麓,2021-11-16 16:00:00,Ⅳ,15.2,8.46,11.04,225.7,--,4.44,0.025,0.089,2.42,0.01,9286922,维护
1297,安徽省,巢湖流域,三河镇大桥,2021-11-16 16:00:00,Ⅱ,16.1,7.22,8.01,184.9,18.8,3.16,0.238,0.088,1.65,*,*,正常
1298,安徽省,巢湖流域,三河镇新大桥,2021-11-16 16:00:00,Ⅱ,16.8,7.44,10.43,164.9,19.6,2.62,0.154,0.054,--,*,*,维护
1299,安徽省,巢湖流域,施口,2021-11-16 16:00:00,Ⅳ,16.8,7.56,7.25,749.8,62.9,4.25,1.042,0.196,6.79,*,*,正常
1300,安徽省,巢湖流域,靠近大坝,2021-11-16 16:00:00,Ⅱ,15.8,7.4,7.62,108.2,10.1,2.62,0.09,0.016,0.9,0.052,5994951,正常
1301,安徽省,巢湖流域,新河入湖区,2021-11-16 16:00:00,Ⅴ,15.8,8.69,12.72,267.8,48.2,6.34,0.025,0.111,1.9,0.027,25388130,正常
1302,安徽省,巢湖流域,西半湖湖心,2021-11-16 12:00:00,Ⅴ,15.2,8.5,10.71,334.2,73.5,4.43,0.025,0.101,2.27,0.035,9944752,正常
1303,安徽省,巢湖流域,忠庙,2021-11-16 16:00:00,Ⅳ,16.1,8.44,12.14,283.5,108,5.26,0.025,0.1,1.3,0.192,9017444,正常
1304,安徽省,巢湖流域,兆河入湖区,2021-11-16 16:00:00,,15.8,8.29,11.5,278.5,334.8,--,0.025,0.088,2.01,0.016,20700640,维护
1305,安徽省,巢湖流域,双桥河入湖口,2021-11-16 16:00:00,Ⅱ,16.2,8.38,9.79,460.8,20.7,3.07,0.061,0.059,1.06,*,*,正常
1306,安徽省,巢湖流域,庐江缺口,2021-11-16 16:00:00,Ⅲ,17,7.97,9.15,268.2,43.4,4.39,0.871,0.089,1.93,*,*,正常
1307,安徽省,长江流域,东西梁山,2021-11-16 16:00:00,Ⅱ,19.1,7.87,8.55,300.9,72.5,1.66,0.071,0.083,1.65,*,*,正常
1308,安徽省,长江流域,宝塔根,2021-11-16 16:00:00,Ⅱ,18.3,7.84,8.27,295.7,41.6,2.05,0.142,0.092,2.04,*,*,正常
1309,安徽省,巢湖流域,裕溪口,2021-11-16 16:00:00,Ⅱ,18,8.38,8.14,288.2,114.3,3.04,0.098,0.089,1.91,*,*,正常
1310,安徽省,长江流域,荻港,2021-11-16 16:00:00,Ⅱ,16,7.68,9.68,732.5,17.4,2.98,0.183,0.056,1.67,*,*,正常
1311,安徽省,长江流域,鲁港桥,2021-11-16 16:00:00,Ⅱ,17.6,8.31,9.07,302.4,75.4,2.71,0.188,0.077,1.81,*,*,正常
1312,安徽省,淮河流域,沫河口,2021-11-16 16:00:00,Ⅱ,16,7.83,9.27,715.6,24.8,3.49,0.119,0.095,4.32,*,*,正常
1313,安徽省,淮河流域,龙亢,2021-11-16 16:00:00,Ⅲ,15.6,8.04,8.76,1118.8,22.5,4.46,0.093,0.097,4.52,*,*,正常
1314,安徽省,淮河流域,关咀,2021-11-16 16:00:00,,15.6,7.9,9.54,947.9,29.5,--,0.048,0.047,1.94,*,*,维护
1315,安徽省,淮河流域,五河,2021-11-16 16:00:00,Ⅲ,14.5,8.29,9.65,816.8,29.9,5.77,0.101,0.071,1.55,*,*,正常
1316,安徽省,淮河流域,蚌埠固镇,2021-11-16 16:00:00,Ⅲ,14.6,8,8.23,1322.1,33.5,3.52,0.143,0.14,4.2,*,*,正常
1317,安徽省,淮河流域,蚌埠闸上(蚌埠闸),2021-11-16 12:00:00,Ⅲ,17.1,7.66,6.85,671.8,23.2,2.86,0.025,0.115,3.81,*,*,正常
1318,安徽省,淮河流域,湖沟,2021-11-16 16:00:00,,16.8,8.4,9.27,1447.9,42.3,--,--,--,--,*,*,维护
1319,安徽省,淮河流域,石头埠(老),2021-11-16 12:00:00,Ⅲ,16.2,7.92,5.01,621.4,27.6,3.07,0.025,*,*,*,*,正常
1320,安徽省,淮河流域,石头埠,2021-11-16 16:00:00,Ⅱ,15.4,7.86,9.51,579.2,18.4,3.04,0.094,0.09,3.4,*,*,正常
1321,安徽省,淮河流域,鲁台孜,2021-11-16 16:00:00,Ⅱ,15.2,8.02,11.12,675.2,24.3,2.84,0.025,0.094,4.38,*,*,正常
1322,安徽省,淮河流域,西淝河闸下,2021-11-16 16:00:00,Ⅱ,15.7,8.34,9.54,782.1,19.9,3.87,0.053,0.046,1.18,*,*,正常
1323,安徽省,淮河流域,瓦埠湖,2021-11-16 16:00:00,Ⅳ,13.7,7.81,9.76,243,159.9,3.94,0.025,0.073,0.99,0.006,2113180,正常
1324,安徽省,淮河流域,新城口,2021-11-16 16:00:00,Ⅱ,15.4,7.98,7.92,656.1,17.9,2.24,0.025,0.092,2.98,*,*,正常
1325,安徽省,淮河流域,焦岗湖,2021-11-16 16:00:00,Ⅳ,15.6,8.16,15.13,566.4,36.5,6.44,0.164,0.064,0.83,0.025,17261660,正常
1326,安徽省,淮河流域,大店岗,2021-11-16 16:00:00,劣Ⅴ,18,9.33,12.59,219.6,427.8,2.26,0.025,0.029,1.24,*,*,正常
1327,安徽省,淮河流域,五里闸,2021-11-16 16:00:00,Ⅲ,15.3,7.93,9.7,266.8,164.7,4.17,0.341,0.046,3.6,*,*,正常
1328,安徽省,淮河流域,白洋淀渡口,2021-11-16 16:00:00,Ⅲ,15.8,7.9,11.19,397.6,39.1,4.95,0.471,0.073,3.07,*,*,正常
1329,安徽省,长江流域,三兴村,2021-11-16 16:00:00,Ⅱ,19,7.48,8.52,255.4,45.5,1.82,0.067,0.08,2.31,*,*,正常
1330,安徽省,长江流域,采石河下游,2021-11-16 16:00:00,Ⅲ,16.4,7.5,8.72,323.5,21.9,3.21,0.364,0.127,1.63,*,*,正常
1331,安徽省,长江流域,得胜河入江口,2021-11-16 16:00:00,Ⅲ,17,7.9,9.08,376.8,48.2,3.8,0.65,0.095,2.25,*,*,正常
1332,安徽省,长江流域,姑溪河大桥,2021-11-16 16:00:00,Ⅱ,15.8,7.36,8,272.3,47.7,3.64,0.33,0.065,1.41,*,*,正常
1333,安徽省,长江流域,当涂查湾,2021-11-16 16:00:00,Ⅱ,16.1,7.27,7.96,255,21.9,2.53,0.272,0.048,2.5,*,*,正常
1334,安徽省,淮河流域,小王桥,2021-11-16 12:00:00,Ⅳ,13.7,8.45,11.32,1352.1,21.4,8.09,0.093,0.177,4.47,*,*,正常
1335,安徽省,淮河流域,后常桥,2021-11-16 16:00:00,Ⅳ,13.3,8.36,10.95,1582.2,22.1,6.81,0.158,0.138,4.26,*,*,正常
1336,安徽省,淮河流域,李大桥闸,2021-11-16 16:00:00,Ⅱ,13.1,8.68,11.55,1012.6,8.6,3.3,0.04,0.032,0.46,*,*,正常
1337,安徽省,长江流域,顺安河入江口,2021-11-16 16:00:00,Ⅱ,18.7,7.76,10.46,374.5,58.3,1.51,0.036,0.061,1.48,*,*,正常
1338,安徽省,长江流域,陈家墩,2021-11-16 16:00:00,Ⅱ,18.1,7.87,8.88,306.4,27.1,1.61,0.057,0.064,1.64,*,*,正常
1339,安徽省,长江流域,菜子湖,2021-11-16 16:00:00,Ⅳ,14.8,7.76,9.81,151.1,77.3,4.46,0.025,0.058,1.54,0.007,15710420,正常
1340,安徽省,长江流域,枞阳大闸,2021-11-16 16:00:00,Ⅲ,17.2,7.51,6.48,198.7,124.6,3.93,0.505,0.068,2.03,*,*,正常
1341,安徽省,长江流域,龙感湖湖心（皖）,2021-11-16 16:00:00,Ⅳ,16.4,8.24,9.92,250.3,53.3,4.43,0.025,0.053,0.75,0.008,3962915,正常
1342,安徽省,长江流域,武昌湖,2021-11-16 16:00:00,Ⅲ,17.6,7.48,9.25,111.1,99.1,2.36,0.164,0.038,0.54,0.002,2185906,正常
1343,安徽省,长江流域,皖河口,2021-11-16 12:00:00,Ⅱ,19.8,7.36,8.46,256.6,60.5,2,0.066,0.064,--,*,*,维护
1344,安徽省,长江流域,前江口,2021-11-16 16:00:00,Ⅱ,18.7,7.73,9.29,309.3,61.6,2.59,0.109,0.073,1.13,*,*,正常
1345,安徽省,长江流域,花亭湖坝前,2021-11-16 16:00:00,Ⅱ,20.3,6.94,5.89,82.7,0.9,1.83,0.025,0.012,0.35,0.002,79761,正常
1346,安徽省,长江流域,华阳河入江口,2021-11-16 16:00:00,Ⅱ,16.5,7.68,9.02,216,46.6,2.54,0.044,0.025,0.76,*,*,正常
1347,安徽省,长江流域,大官湖,2021-11-16 16:00:00,Ⅲ,16.5,8.3,13.52,215.4,28.5,3.41,0.025,0.044,1.02,0.006,6660840,正常
1348,安徽省,长江流域,黄湖,2021-11-16 16:00:00,Ⅱ,16.3,8.18,9.4,249,48.6,2.94,0.025,0.024,0.6,0.006,3789995,正常
1349,安徽省,长江流域,水厂取水口,2021-11-16 16:00:00,,31.2,6.78,7.7,--,58.4,--,--,--,--,*,*,维护
1350,安徽省,长江流域,皖河大桥,2021-11-16 16:00:00,Ⅱ,16.9,7.14,9.17,150.9,301.9,2.64,0.033,0.037,0.49,*,*,正常
1351,安徽省,长江流域,车轴寺大桥,2021-11-16 16:00:00,,17.9,7.39,10.8,142.3,3.4,--,1.126,0.012,0.76,*,*,维护
1352,安徽省,浙闽片河流,篁墩,2021-11-16 16:00:00,,21.4,10.39,--,278.2,4.1,2.33,0.025,0.023,1,*,*,维护
1353,安徽省,浙闽片河流,率水大桥,2021-11-16 16:00:00,Ⅱ,16.7,8.85,12.97,80.7,16.5,2.64,0.025,0.023,0.88,*,*,正常
1354,安徽省,浙闽片河流,横江大桥,2021-11-16 16:00:00,Ⅰ,17.1,7.58,10.59,331.2,18.3,1.89,0.025,0.015,0.84,*,*,正常
1355,安徽省,浙闽片河流,浦口,2021-11-16 16:00:00,Ⅱ,16.6,8.37,10.73,900.9,2.8,3.04,0.092,0.073,2.66,*,*,正常
1356,安徽省,长江流域,湖心,2021-11-16 16:00:00,Ⅰ,19.6,7.48,7.63,99.6,2.7,1.07,0.025,0.01,0.5,0.003,1639404,正常
1357,安徽省,浙闽片河流,新管,2021-11-16 16:00:00,Ⅱ,16.8,8.77,14.26,286.8,5.6,1.84,0.025,0.022,0.94,*,*,正常
1358,安徽省,淮河流域,高邮湖,2021-11-16 12:00:00,Ⅴ,20.5,7.89,2.61,490,9.5,3.28,0.068,0.059,1.84,0.005,*,正常
1359,安徽省,淮河流域,天长化工厂,2021-11-16 16:00:00,Ⅲ,14.7,7.66,6.91,624.1,32.9,4.37,0.218,0.098,5.59,*,*,正常
1360,安徽省,淮河流域,公路桥,2021-11-16 16:00:00,Ⅱ,15.8,7.07,6.81,486.2,18.8,3.2,0.122,0.047,0.99,*,*,正常
1361,安徽省,淮河流域,小柳巷,2021-11-16 12:00:00,Ⅲ,16.1,7.82,8.86,630.6,123.9,2.92,0.045,0.128,3.26,*,*,正常
1362,安徽省,长江流域,水口,2021-11-16 16:00:00,Ⅴ,16.4,8.92,16.79,1323,16.6,13.06,0.809,0.177,8.19,*,*,正常
1363,安徽省,长江流域,乌衣下,2021-11-16 16:00:00,Ⅲ,16.4,8.23,10.64,696.1,28.8,5.41,0.418,0.099,6.91,*,*,正常
1364,安徽省,长江流域,化肥厂下,2021-11-16 16:00:00,Ⅲ,16.5,7.69,8.84,431.2,18.4,5.61,0.4,0.099,2.15,*,*,正常
1365,安徽省,长江流域,清流河口,2021-11-16 16:00:00,Ⅳ,15.1,8.4,12.72,668.8,50.4,6.98,0.299,0.092,5.32,*,*,正常
1366,安徽省,淮河流域,阜阳段下,2021-11-16 16:00:00,Ⅲ,15.2,8.02,9.87,865.4,19.6,2.53,0.273,0.113,6.37,*,*,正常
1367,安徽省,淮河流域,杨湖,2021-11-16 16:00:00,Ⅲ,15.7,8.07,10.63,891.2,28.7,3.24,0.286,0.113,7.23,*,*,正常
1368,安徽省,淮河流域,张大桥,2021-11-16 12:00:00,Ⅲ,15.8,8.46,16.19,1700.7,14.7,5.47,0.025,0.076,16.33,*,*,正常
1369,安徽省,淮河流域,王家坝,2021-11-16 12:00:00,Ⅲ,14.7,7.43,9.04,768.1,10.8,4.21,0.353,0.124,2.56,*,*,正常
1370,安徽省,淮河流域,阜南,2021-11-16 16:00:00,Ⅲ,15.5,8.6,14.39,661.1,7.8,4.03,0.027,0.092,0.77,*,*,正常
1371,安徽省,淮河流域,阜阳段上游,2021-11-16 16:00:00,Ⅱ,15.9,7.72,7.47,835.2,15.5,2.43,0.041,0.096,6.39,*,*,正常
1372,安徽省,淮河流域,杨庄,2021-11-16 12:00:00,Ⅲ,15.3,7.32,8.79,933.4,7.1,3.53,0.905,*,*,*,*,正常
1373,安徽省,淮河流域,泗县公路桥,2021-11-16 12:00:00,,14.6,8.06,11.17,1205.9,89.1,6.95,0.06,--,--,*,*,维护
1374,安徽省,淮河流域,奎河苏皖省界（黄桥）,2021-11-16 16:00:00,Ⅲ,13.9,7.34,5.98,1017.1,18.5,3.76,0.509,0.188,7.07,*,*,正常
1375,安徽省,淮河流域,东坪集,2021-11-16 16:00:00,Ⅳ,14,8.96,13.04,1520.1,13.9,6.24,0.069,0.122,3.95,*,*,正常
1376,安徽省,淮河流域,符离闸,2021-11-16 16:00:00,Ⅴ,15.3,8.33,12.24,1045.4,24.7,10.34,0.05,0.161,4.16,*,*,正常
1377,安徽省,淮河流域,芦岭桥,2021-11-16 16:00:00,Ⅲ,13.6,8.33,9.77,1330.4,12.4,5.8,0.23,0.075,2.33,*,*,正常
1378,安徽省,淮河流域,下楼公路桥,2021-11-16 16:00:00,Ⅲ,15,8.33,13.4,919.3,9.8,4.48,0.16,0.067,6.71,*,*,正常
1379,安徽省,淮河流域,工农兵大桥,2021-11-16 16:00:00,Ⅲ,14.1,7.5,6.97,371.3,34.7,3.57,0.219,0.104,2.61,*,*,正常
1380,安徽省,巢湖流域,河口大桥,2021-11-16 16:00:00,Ⅱ,16.2,6.88,10.17,156.1,12.5,2.02,0.025,0.026,1.78,*,*,正常
1381,安徽省,淮河流域,陶洪集,2021-11-16 16:00:00,Ⅱ,15.4,8.48,14.01,147,11.3,2.71,0.025,0.041,1.38,*,*,正常
1382,安徽省,淮河流域,东湖闸,2021-11-16 16:00:00,Ⅲ,13.5,7.61,9.57,174.7,35.7,2.35,0.076,0.118,1.86,*,*,正常
1383,安徽省,淮河流域,新安渡口,2021-11-16 16:00:00,Ⅱ,17.2,7.75,11.86,219,20,2.56,0.025,0.021,2.3,*,*,正常
1384,安徽省,淮河流域,响洪甸水库出水口,2021-11-16 16:00:00,Ⅰ,19.2,7.08,8.86,73.6,1.3,1.6,0.025,0.008,0.86,*,*,正常
1385,安徽省,淮河流域,丁埠大桥,2021-11-16 16:00:00,劣Ⅴ,14.5,9.32,11.98,122.4,2.1,1.61,0.025,0.024,0.54,*,*,正常
1386,安徽省,淮河流域,固始李畈,2021-11-16 16:00:00,Ⅱ,15.3,7.15,11.14,176.7,9.5,1.63,0.025,0.025,1.72,*,*,正常
1387,安徽省,淮河流域,岳坊大桥,2021-11-16 16:00:00,Ⅲ,15.5,8.13,7.96,1188.6,20.8,4.48,0.358,0.098,4.76,*,*,正常
1388,安徽省,淮河流域,刘寨村后,2021-11-16 16:00:00,Ⅲ,14.3,8,7.44,1308.2,23.6,5.78,0.614,0.149,6.15,*,*,正常
1389,安徽省,淮河流域,涡阳义门大桥,2021-11-16 16:00:00,Ⅲ,15,8.32,10.29,1234.2,27.7,4.56,0.539,0.095,4.55,*,*,正常
1390,安徽省,淮河流域,利辛段,2021-11-16 16:00:00,Ⅲ,16.6,8.54,11.2,894.9,11.6,4.02,0.185,0.059,1.74,*,*,正常
1391,安徽省,长江流域,香口(东至龙江水厂),2021-11-16 12:00:00,Ⅱ,15.9,7.4,8,314.2,16.5,1.42,0.117,0.073,2.57,*,*,正常
1392,安徽省,长江流域,五步沟,2021-11-16 16:00:00,Ⅱ,18.7,7.84,8.39,306.1,40.1,1.96,0.062,0.067,1.38,*,*,正常
1393,安徽省,长江流域,张溪,2021-11-16 16:00:00,Ⅱ,17.1,7.79,9.66,244.3,16.8,0.42,0.031,0.021,0.52,*,*,正常
1394,安徽省,长江流域,河口,2021-11-16 16:00:00,Ⅱ,18.1,7.67,9.53,410.4,123.1,3.82,0.441,0.077,1.64,*,*,正常
1395,安徽省,长江流域,入江口,2021-11-16 16:00:00,Ⅱ,19.6,7.6,7.94,296.7,5.5,1.54,0.025,0.025,--,*,*,维护
1396,安徽省,长江流域,双丰,2021-11-16 16:00:00,Ⅰ,18.2,8.42,11.72,173.3,3.7,1.2,0.025,0.011,0.63,*,*,正常
1397,安徽省,长江流域,东流,??,,--,--,--,--,--,--,--,--,--,*,*,维护
1398,安徽省,长江流域,雁翅,2021-11-16 12:00:00,Ⅱ,17,7.59,9.12,276.8,65,2.96,0.189,*,*,*,*,正常
1399,安徽省,长江流域,西湖湖心,2021-11-16 16:00:00,Ⅲ,15.5,8.37,12.69,140.8,23.6,3.86,0.025,0.04,0.29,0.005,8918464,正常
1400,安徽省,长江流域,管家渡,2021-11-16 16:00:00,Ⅲ,16.6,7.39,8.01,275.5,128.3,3.48,0.347,0.112,2.73,*,*,正常
1401,安徽省,太湖流域,殷桥,2021-11-16 16:00:00,Ⅲ,15.9,6.39,5.85,351.6,16.2,4.04,0.3,0.057,2.93,*,*,正常
1402,安徽省,长江流域,泾南交界,2021-11-16 16:00:00,Ⅰ,18,6.82,14.34,163.3,6.9,0.53,0.025,0.016,1.23,*,*,正常
1403,安徽省,长江流域,汪溪,2021-11-16 16:00:00,Ⅱ,19.1,7.32,8.79,129.3,20.6,1.57,0.086,0.09,0.93,*,*,正常
